,Year,Player,Tm,Age,Pos,college
6083,1980.0,Eric Money,TOT,24.0,SG-PG,University of Arizona
6084,1980.0,Eric Money,PHI,24.0,PG,University of Arizona
6085,1980.0,Eric Money,DET,24.0,SG,University of Arizona
6086,1980.0,Earl Monroe*,NYK,35.0,SG,
6087,1980.0,Calvin Murphy*,HOU,31.0,SG,
6088,1980.0,Swen Nater,SDC,30.0,C,"University of California, Los Angeles"
6089,1980.0,Calvin Natt,TOT,23.0,SF,University of Louisiana at Monroe
6090,1980.0,Calvin Natt,NJN,23.0,SF,University of Louisiana at Monroe
6091,1980.0,Calvin Natt,POR,23.0,SF,University of Louisiana at Monroe
6092,1980.0,Mike Newlin,NJN,31.0,SG,University of Utah
6093,1980.0,Norm Nixon,LAL,24.0,PG,Duquesne University
6094,1980.0,Sylvester Norris,SAS,22.0,C,Jackson State University
6095,1980.0,Mark Olberding,SAS,23.0,SF,University of Minnesota
6096,1980.0,John Olive,SDC,24.0,SF,Villanova University
6097,1980.0,Tom Owens,POR,30.0,C,University of South Carolina
6098,1980.0,Robert Parish*,GSW,26.0,C,
6099,1980.0,Sonny Parker,GSW,24.0,SF,Texas A&M University
6100,1980.0,Billy Paultz,TOT,31.0,C,St. John's University
6101,1980.0,Billy Paultz,SAS,31.0,C,St. John's University
6102,1980.0,Billy Paultz,HOU,31.0,C,St. John's University
6103,1980.0,Jim Paxson,POR,22.0,SG,University of Dayton
6104,1980.0,Jim Paxson,POR,22.0,SG,University of Dayton
6105,1980.0,Wiley Peck,SAS,22.0,SF,Mississippi State University
6106,1980.0,Sam Pellom,ATL,28.0,PF,"University at Buffalo, State University of New York"
6107,1980.0,Roger Phegley,TOT,23.0,SG,Bradley University
6108,1980.0,Roger Phegley,WSB,23.0,SG,Bradley University
6109,1980.0,Roger Phegley,NJN,23.0,SG,Bradley University
6110,1980.0,Stan Pietkiewicz,SDC,23.0,PG,Auburn University
6111,1980.0,Ben Poquette,UTA,24.0,C,Central Michigan University
6112,1980.0,Kevin Porter,WSB,29.0,PG,Saint Francis University
6113,1980.0,Clifford Ray,GSW,31.0,C,University of Oklahoma
6114,1980.0,Marlon Redmond,KCK,24.0,SG,University of San Francisco
6115,1980.0,Robert Reid,HOU,24.0,SF,St. Mary's University
6116,1980.0,Kevin Restani,SAS,28.0,SF,University of San Francisco
6117,1980.0,Clint Richardson,PHI,23.0,SG,Seattle University
6118,1980.0,Micheal Ray,NYK,24.0,SG,
6119,1980.0,Anthony Roberts,DEN,24.0,SF,Oral Roberts University
6120,1980.0,Rick Robey,BOS,24.0,C,University of Kentucky
6121,1980.0,Cliff Robinson,NJN,19.0,PF,University of Southern California
6122,1980.0,Jackie Robinson,DET,24.0,SF,"University of Nevada, Las Vegas"
6123,1980.0,Truck Robinson,PHO,28.0,PF,Tennessee State University
6124,1980.0,Bill Robinzine,KCK,27.0,PF,DePaul University
6125,1980.0,Dave Robisch,CLE,30.0,C,University of Kansas
6126,1980.0,John Roche,DEN,30.0,PG,University of South Carolina
6127,1980.0,Tree Rollins,ATL,24.0,C,Clemson University
6128,1980.0,Dan Roundfield,ATL,26.0,PF,Central Michigan University
6129,1980.0,Campy Russell,CLE,28.0,SF,University of Michigan
6130,1980.0,Alvin Scott,PHO,24.0,SF,Oral Roberts University
6131,1980.0,Charlie Scott,DEN,31.0,SG,University of North Carolina
6132,1980.0,Lonnie Shelton,SEA,24.0,PF,Oregon State University
6133,1980.0,Purvis Short,GSW,22.0,SF,Jackson State University
6134,1980.0,John Shumate,TOT,27.0,PF,University of Notre Dame
6135,1980.0,John Shumate,DET,27.0,PF,University of Notre Dame
6136,1980.0,John Shumate,HOU,27.0,PF,University of Notre Dame
6137,1980.0,John Shumate,SAS,27.0,PF,University of Notre Dame
6138,1980.0,Jack Sikma,SEA,24.0,C,Illinois Wesleyan University
6139,1980.0,James Silas,SAS,30.0,PG,Stephen F. Austin State University
6140,1980.0,Paul Silas,SEA,36.0,PF,Creighton University
6141,1980.0,Ralph Simpson,NJN,30.0,SG,Michigan State University
6142,1980.0,Al Skinner,PHI,27.0,SG,University of Massachusetts Amherst
6143,1980.0,Bingo Smith,TOT,33.0,SF-SG,University of Tulsa
6144,1980.0,Bingo Smith,CLE,33.0,SG,University of Tulsa
6145,1980.0,Bingo Smith,SDC,33.0,SF,University of Tulsa
6146,1980.0,Phil Smith,GSW,27.0,SG,University of San Francisco
6147,1980.0,Randy Smith,CLE,31.0,SG,State University of New York College at Buffalo
6148,1980.0,Robert Smith,TOT,24.0,PG,"University of Nevada, Las Vegas"
6149,1980.0,Robert Smith,UTA,24.0,PG,"University of Nevada, Las Vegas"
6150,1980.0,Robert Smith,NJN,24.0,PG,"University of Nevada, Las Vegas"
6151,1980.0,Sam Smith,CHI,25.0,SF,Kentucky Wesleyan College
6152,1980.0,Sam Smith,CHI,25.0,SF,"University of Nevada, Las Vegas"
6153,1980.0,Willie Smith,CLE,26.0,PG,University of Missouri
6154,1980.0,Ricky Sobers,CHI,27.0,PG,"University of Nevada, Las Vegas"
6155,1980.0,Jim Spanarkel,PHI,22.0,SG,Duke University
6156,1980.0,Larry Steele,POR,30.0,SF,University of Kentucky
6157,1980.0,Earl Tatum,CLE,26.0,SG,Marquette University
6158,1980.0,Brian Taylor,SDC,28.0,PG,Princeton University
6159,1980.0,Reggie Theus,CHI,22.0,SG,"University of Nevada, Las Vegas"
6160,1980.0,David Thompson*,DEN,25.0,SG,
6161,1980.0,Rudy Tomjanovich,HOU,31.0,PF,University of Michigan
6162,1980.0,Bernard Toone,PHI,23.0,PF,Marquette University
6163,1980.0,Raymond Townsend,GSW,24.0,SG,"University of California, Los Angeles"
6164,1980.0,Dave Twardzik,POR,29.0,PG,Old Dominion University
6165,1980.0,Terry Tyler,DET,23.0,SF,University of Detroit Mercy
6166,1980.0,Wes Unseld*,WSB,33.0,C,
6167,1980.0,Jan Van,NJN,28.0,SF,
6168,1980.0,Andre Wakefield,UTA,25.0,SG,Loyola University of Chicago
6169,1980.0,Foots Walker,CLE,28.0,PG,State University of West Georgia
6170,1980.0,Wally Walker,SEA,25.0,SF,University of Virginia
6171,1980.0,Bill Walton*,SDC,27.0,C,
6172,1980.0,Lloyd Walton,MIL,26.0,PG,Marquette University
6173,1980.0,Kermit Washington,POR,28.0,PF,American University
6174,1980.0,Richard Washington,MIL,24.0,PF,"University of California, Los Angeles"
6175,1980.0,Nick Weatherspoon,SDC,29.0,SF,University of Illinois at Urbana-Champaign
6176,1980.0,Marvin Webster,NYK,27.0,C,Morgan State University
6177,1980.0,Scott Wedman,KCK,27.0,SF,University of Colorado
6178,1980.0,Paul Westphal,PHO,29.0,SG,University of Southern California
6179,1980.0,Jo Jo,GSW,33.0,PG,
6180,1980.0,Rudy White,HOU,26.0,SG,Arizona State University
6181,1980.0,Jerome Whitehead,TOT,23.0,C,Marquette University
6182,1980.0,Jerome Whitehead,SDC,23.0,C,Marquette University
6183,1980.0,Jerome Whitehead,UTA,23.0,C,Marquette University
6184,1980.0,Sidney Wicks,SDC,30.0,PF,"University of California, Los Angeles"
6185,1980.0,Bob Wilkerson,DEN,25.0,SF,Indiana University
6186,1980.0,Jamaal Wilkes*,LAL,26.0,SF,
6187,1980.0,Duck Williams,UTA,23.0,PG,University of Notre Dame
6188,1980.0,Freeman Williams,SDC,23.0,SG,Portland State University
6189,1980.0,Gus Williams,SEA,26.0,PG,University of Southern California
6190,1980.0,Ray Williams,NYK,25.0,PG,University of Minnesota
6191,1980.0,Sly Williams,NYK,22.0,SF,University of Rhode Island
6192,1980.0,John Williamson,TOT,28.0,SG,New Mexico State University
6193,1980.0,John Williamson,NJN,28.0,SG,New Mexico State University
6194,1980.0,John Williamson,WSB,28.0,SG,New Mexico State University
6195,1980.0,Bill Willoughby,CLE,22.0,SF,
6196,1980.0,Bubba Wilson,GSW,24.0,SG,Western Carolina University
6197,1980.0,Rick Wilson,ATL,23.0,SG,University of Louisville
6198,1980.0,Brian Winters,MIL,27.0,SG,University of South Carolina
6199,1980.0,Larry Wright,WSB,25.0,PG,Grambling State University
6200,1980.0,Tony Zeno,IND,22.0,SF,Arizona State University
6201,,,,,,
6202,1981.0,Kareem Abdul-Jabbar*,LAL,33.0,C,
6203,1981.0,Tom Abernethy,TOT,26.0,SF,Indiana University
6204,1981.0,Tom Abernethy,GSW,26.0,SF,Indiana University
6205,1981.0,Tom Abernethy,IND,26.0,SF,Indiana University
6206,1981.0,Alvan Adams,PHO,26.0,C,University of Oklahoma
6207,1981.0,Darrell Allums,DAL,22.0,PF,"University of California, Los Angeles"
6208,1981.0,Tiny Archibald*,BOS,32.0,PG,
6209,1981.0,Dennis Awtrey,SEA,32.0,C,Santa Clara University
6210,1981.0,James Bailey,SEA,23.0,PF,Rutgers University
6211,1981.0,Greg Ballard,WSB,26.0,SF,University of Oregon
6212,1981.0,Mike Bantom,IND,29.0,SF,Saint Joseph's University
6213,1981.0,Billy Ray,POR,24.0,SG,
6214,1981.0,Mel Bennett,UTA,26.0,PF,University of Pittsburgh
6215,1981.0,Kent Benson,DET,26.0,C,Indiana University
6216,1981.0,Henry Bibby,SDC,31.0,PG,"University of California, Los Angeles"
6217,1981.0,Larry Bird*,BOS,24.0,PF,
6218,1981.0,Otis Birdsong,KCK,25.0,SG,University of Houston
6219,1981.0,Norman Black,DET,23.0,SG,Saint Joseph's University
6220,1981.0,Ron Boone,UTA,34.0,SG,Idaho State University
6221,1981.0,Winford Boynes,DAL,23.0,SG,University of San Francisco
6222,1981.0,Dudley Bradley,IND,23.0,SG,University of North Carolina
6223,1981.0,Mike Bratz,CLE,25.0,PG,Stanford University
6224,1981.0,Jim Brewer,LAL,29.0,PF,University of Minnesota
6225,1981.0,Ron Brewer,TOT,25.0,SG,University of Arkansas
6226,1981.0,Ron Brewer,POR,25.0,SG,University of Arkansas
6227,1981.0,Ron Brewer,SAS,25.0,SG,University of Arkansas
6228,1981.0,Junior Bridgeman,MIL,27.0,SF,University of Louisville
6229,1981.0,Allan Bristow,UTA,29.0,SF,Virginia Polytechnic Institute and State University
6230,1981.0,Dave Britton,WSB,22.0,PG,Texas A&M University
6231,1981.0,Michael Brooks,SDC,22.0,SF,La Salle University
6232,1981.0,Fred Brown,SEA,32.0,SG,University of Iowa
6233,1981.0,Lewis Brown,WSB,25.0,C,"University of Nevada, Las Vegas"
6234,1981.0,Rickey Brown,GSW,22.0,C,Mississippi State University
6235,1981.0,Joe Bryant,SDC,26.0,PF,La Salle University
6236,1981.0,Quinn Buckner,MIL,26.0,PG,Indiana University
6237,1981.0,Tom Burleson,ATL,28.0,C,North Carolina State University
6238,1981.0,Don Buse,IND,30.0,SG,University of Evansville
6239,1981.0,Marty Byrnes,DAL,24.0,SF,Syracuse University
6240,1981.0,Mack Calvin,CLE,33.0,PG,University of Southern California
6241,1981.0,Austin Carr,TOT,32.0,SG,University of Notre Dame
6242,1981.0,Austin Carr,DAL,32.0,SG,University of Notre Dame
6243,1981.0,Austin Carr,WSB,32.0,SG,University of Notre Dame
6244,1981.0,Kenny Carr,CLE,25.0,PF,North Carolina State University
6245,1981.0,M.L. Carr,BOS,30.0,SF,Guilford College
6246,1981.0,Joe Barry,GSW,22.0,C,
6247,1981.0,Butch Carter,LAL,22.0,SF,Indiana University
6248,1981.0,Reggie Carter,NYK,23.0,SG,St. John's University
6249,1981.0,Bill Cartwright,NYK,23.0,C,University of San Francisco
6250,1981.0,Harvey Catchings,MIL,29.0,PF,Hardin-Simmons University
6251,1981.0,Maurice Cheeks,PHI,24.0,PG,West Texas A&M University
6252,1981.0,Phil Chenier,GSW,30.0,SG,University of California
6253,1981.0,Jim Chones,LAL,31.0,PF,Marquette University
6254,1981.0,Art Collins,ATL,26.0,SG,St. Thomas University
6255,1981.0,Don Collins,TOT,22.0,SF,Washington State University
6256,1981.0,Don Collins,ATL,22.0,SF,Washington State University
6257,1981.0,Don Collins,WSB,22.0,SF,Washington State University
6258,1981.0,Doug Collins,PHI,29.0,SG,Illinois State University
6259,1981.0,Darwin Cook,NJN,22.0,SG,University of Portland
6260,1981.0,Jeff Cook,PHO,24.0,SF,Idaho State University
6261,1981.0,Michael Cooper,LAL,24.0,SG,University of New Mexico
6262,1981.0,Wayne Cooper,UTA,24.0,C,University of New Orleans
6263,1981.0,Dave Corzine,SAS,24.0,C,DePaul University
6264,1981.0,Charlie Criss,ATL,32.0,PG,New Mexico State University
6265,1981.0,Geoff Crompton,POR,25.0,C,University of North Carolina
6266,1981.0,Pat Cummings,MIL,24.0,C,University of Cincinnati
6267,1981.0,Earl Cureton,PHI,23.0,C,University of Detroit Mercy
6268,1981.0,Bob Dandridge,WSB,33.0,SF,Norfolk State University
6269,1981.0,Adrian Dantley*,UTA,24.0,SF,
6270,1981.0,Brad Davis,DAL,25.0,PG,University of Maryland
6271,1981.0,Johnny Davis,IND,25.0,PG,University of Dayton
6272,1981.0,Monti Davis,TOT,22.0,PF,Tennessee State University
6273,1981.0,Monti Davis,PHI,22.0,PF,Tennessee State University
6274,1981.0,Monti Davis,DAL,22.0,PF,Tennessee State University
6275,1981.0,Ron Davis,SDC,26.0,SF,Washington State University
6276,1981.0,Walter Davis,PHO,26.0,SG,University of North Carolina
6277,1981.0,Darryl Dawkins,PHI,24.0,C,
6278,1981.0,Larry Demic,NYK,23.0,PF,University of Arizona
6279,1981.0,Coby Dietrick,CHI,32.0,C,San Jose State University
6280,1981.0,James Donaldson,SEA,23.0,C,Washington State University
6281,1981.0,Jacky Dorsey,SEA,26.0,SF,University of Georgia
6282,1981.0,Leon Douglas,KCK,26.0,C,University of Alabama
6283,1981.0,John Drew,ATL,26.0,SF,Gardner-Webb University
6284,1981.0,Larry Drew,DET,22.0,PG,University of Missouri
6285,1981.0,Larry Drew,DET,22.0,PG,"University of California, Los Angeles"
6286,1981.0,Ralph Drollinger,DAL,26.0,C,"University of California, Los Angeles"
6287,1981.0,Terry Duerod,TOT,24.0,SG-SF,University of Detroit Mercy
6288,1981.0,Terry Duerod,DAL,24.0,SF,University of Detroit Mercy
6289,1981.0,Terry Duerod,BOS,24.0,SG,University of Detroit Mercy
6290,1981.0,Mike Dunleavy,HOU,26.0,SG,University of South Carolina
6291,1981.0,Mike Dunleavy,HOU,26.0,SG,Duke University
6292,1981.0,T.R. Dunn,DEN,25.0,SG,University of Alabama
6293,1981.0,John Duren,UTA,22.0,PG,Georgetown University
6294,1981.0,James Edwards,IND,25.0,C,University of Washington
6295,1981.0,Bob Elliott,NJN,25.0,C,University of Arizona
6296,1981.0,Len Elmore,MIL,28.0,C,University of Maryland
6297,1981.0,Alex English*,DEN,27.0,SF,
6298,1981.0,Julius Erving*,PHI,30.0,SF,
6299,1981.0,Mike Evans,MIL,25.0,PG,Kansas State University
6300,1981.0,Eric Fernsten,BOS,27.0,C,University of San Francisco
6301,1981.0,Chris Ford,BOS,32.0,SG,Villanova University
6302,1981.0,Don Ford,CLE,28.0,SF,"University of California, Santa Barbara"
6303,1981.0,Phil Ford,KCK,24.0,PG,University of North Carolina
6304,1981.0,World B.,GSW,27.0,SG,
6305,1981.0,Tony Fuller,DET,22.0,SG,Pepperdine University
6306,1981.0,Mike Gale,TOT,30.0,PG,Elizabeth City State University
6307,1981.0,Mike Gale,SAS,30.0,PG,Elizabeth City State University
6308,1981.0,Mike Gale,POR,30.0,PG,Elizabeth City State University
6309,1981.0,Calvin Garrett,HOU,24.0,SF,Oral Roberts University
6310,1981.0,Gus Gerard,TOT,27.0,SF,University of Virginia
6311,1981.0,Gus Gerard,KCK,27.0,SF,University of Virginia
6312,1981.0,Gus Gerard,SAS,27.0,SF,University of Virginia
6313,1981.0,George Gervin*,SAS,28.0,SG,
6314,1981.0,Artis Gilmore*,CHI,31.0,C,
6315,1981.0,Mike Glenn,NYK,25.0,PG,Southern Illinois University
6316,1981.0,Mike Gminski,NJN,21.0,C,Duke University
6317,1981.0,Glen Gondrezick,DEN,25.0,PF,"University of Nevada, Las Vegas"
6318,1981.0,Rickey Green,UTA,26.0,PG,University of Michigan
6319,1981.0,Dave Greenwood,CHI,23.0,PF,"University of California, Los Angeles"
6320,1981.0,Kevin Grevey,WSB,27.0,SG,University of Kentucky
6321,1981.0,Paul Griffin,SAS,27.0,PF,Western Michigan University
6322,1981.0,Darrell Griffith,UTA,22.0,SG,University of Louisville
6323,1981.0,Bob Gross,POR,27.0,SF,"California State University, Long Beach"
6324,1981.0,Ernie Grunfeld,KCK,25.0,SF,University of Tennessee
6325,1981.0,Roy Hamilton,POR,23.0,PG,"University of California, Los Angeles"
6326,1981.0,Bill Hanzlik,SEA,23.0,SF,University of Notre Dame
6327,1981.0,Alan Hardy,LAL,23.0,SG,University of Michigan
6328,1981.0,James Hardy,UTA,24.0,PF,University of San Francisco
6329,1981.0,Mike Harper,POR,23.0,PF,North Park University
6330,1981.0,Joe Hassett,TOT,25.0,SG,Providence College
6331,1981.0,Joe Hassett,DAL,25.0,SG,Providence College
6332,1981.0,Joe Hassett,GSW,25.0,SG,Providence College
6333,1981.0,Steve Hawes,ATL,30.0,C,University of Washington
6334,1981.0,Elvin Hayes*,WSB,35.0,PF,
6335,1981.0,Gar Heard,SDC,32.0,PF,University of Oklahoma
6336,1981.0,Gerald Henderson,BOS,25.0,PG,Virginia Commonwealth University
6337,1981.0,Gerald Henderson,BOS,25.0,PG,Duke University
6338,1981.0,Tom Henderson,HOU,29.0,SG,University of Hawaii
6339,1981.0,Keith Herron,DET,24.0,SG,Villanova University
6340,1981.0,Kenny Higgs,DEN,26.0,PG,Louisiana State University
6341,1981.0,Johnny High,PHO,23.0,PG,"University of Nevada, Reno"
6342,1981.0,Armond Hill,TOT,27.0,PG,Princeton University
6343,1981.0,Armond Hill,ATL,27.0,PG,Princeton University
6344,1981.0,Armond Hill,SEA,27.0,PG,Princeton University
6345,1981.0,Brad Holland,LAL,24.0,SG,"University of California, Los Angeles"
6346,1981.0,Lionel Hollins,PHI,27.0,PG,Arizona State University
6347,1981.0,Cedrick Hordges,DEN,24.0,PF,University of South Carolina
6348,1981.0,Phil Hubbard,DET,24.0,PF,University of Michigan
6349,1981.0,Kim Hughes,TOT,28.0,C,University of Wisconsin
6350,1981.0,Kim Hughes,DEN,28.0,C,University of Wisconsin
6351,1981.0,Kim Hughes,CLE,28.0,C,University of Wisconsin
6352,1981.0,Geoff Huston,TOT,23.0,PG,Texas Tech University
6353,1981.0,Geoff Huston,DAL,23.0,PG,Texas Tech University
6354,1981.0,Geoff Huston,CLE,23.0,PG,Texas Tech University
6355,1981.0,Dan Issel*,DEN,32.0,C,
6356,1981.0,Tony Jackson,LAL,23.0,PG,St. John's University
6357,1981.0,Tony Jackson,LAL,23.0,PG,Florida State University
6358,1981.0,Abdul Jeelani,DAL,26.0,SF,University of Wisconsin-Parkside
6359,1981.0,Clemon Johnson,IND,24.0,C,Florida Agricultural and Mechanical University
6360,1981.0,Dennis Johnson*,PHO,26.0,PG,
6361,1981.0,Eddie Johnson,ATL,25.0,SG,Auburn University
6362,1981.0,Eddie Johnson,ATL,25.0,SG,University of Illinois at Urbana-Champaign
6363,1981.0,George Johnson,SAS,32.0,C,Stephen F. Austin State University
6364,1981.0,George Johnson,SAS,32.0,C,Dillard University
6365,1981.0,George Johnson,SAS,32.0,C,St. John's University
6366,1981.0,George Johnson,IND,24.0,PF,Stephen F. Austin State University
6367,1981.0,George Johnson,IND,24.0,PF,Dillard University
6368,1981.0,George Johnson,IND,24.0,PF,St. John's University
6369,1981.0,John Johnson,SEA,33.0,SF,University of Iowa
6370,1981.0,Lee Johnson,TOT,23.0,PF,East Texas State University
6371,1981.0,Lee Johnson,HOU,23.0,PF,East Texas State University
6372,1981.0,Lee Johnson,DET,23.0,PF,East Texas State University
6373,1981.0,Magic Johnson*,LAL,21.0,SG,
6374,1981.0,Marques Johnson,MIL,24.0,SF,"University of California, Los Angeles"
6375,1981.0,Mickey Johnson,MIL,28.0,PF,Aurora University
6376,1981.0,Ollie Johnson,PHI,31.0,SF,Temple University
6377,1981.0,Reggie Johnson,SAS,23.0,PF,University of Tennessee
6378,1981.0,Vinnie Johnson,SEA,24.0,PG,Baylor University
6379,1981.0,Bobby Jones,PHI,29.0,PF,University of North Carolina
6380,1981.0,Bobby Jones,PHI,29.0,PF,University of Washington
6381,1981.0,Caldwell Jones,PHI,30.0,C,Albany State University
6382,1981.0,Dwight Jones,CHI,28.0,PF,University of Houston
6383,1981.0,Edgar Jones,NJN,24.0,PF,"University of Nevada, Reno"
6384,1981.0,Major Jones,HOU,27.0,PF,Albany State University
6385,1981.0,Eddie Jordan,TOT,26.0,PG,Rutgers University
6386,1981.0,Eddie Jordan,NJN,26.0,PG,Rutgers University
6387,1981.0,Eddie Jordan,LAL,26.0,PG,Rutgers University
6388,1981.0,Walter Jordan,CLE,24.0,SF,Purdue University
6389,1981.0,Jeff Judkins,UTA,24.0,SF,University of Utah
6390,1981.0,Clarence Kea,DAL,21.0,PF,Lamar University
6391,1981.0,Rich Kelley,PHO,27.0,C,Stanford University
6392,1981.0,Greg Kelser,DET,23.0,SF,Michigan State University
6393,1981.0,Larry Kenon,CHI,28.0,SF,University of Memphis
6394,1981.0,Chad Kinch,TOT,22.0,SG,University of North Carolina at Charlotte
6395,1981.0,Chad Kinch,CLE,22.0,SG,University of North Carolina at Charlotte
6396,1981.0,Chad Kinch,DAL,22.0,SG,University of North Carolina at Charlotte
6397,1981.0,Bernard King*,GSW,24.0,SF,
6398,1981.0,Reggie King,KCK,23.0,PF,University of Alabama
6399,1981.0,Billy Knight,IND,28.0,SG,University of Pittsburgh
6400,1981.0,Joel Kramer,PHO,25.0,PF,San Diego State University
6401,1981.0,Wayne Kreklow,BOS,24.0,SG,Drake University
6402,1981.0,Kevin Kunnert,POR,29.0,C,University of Iowa
6403,1981.0,Mitch Kupchak,WSB,26.0,PF,University of North Carolina
6404,1981.0,Sam Lacey,KCK,32.0,C,New Mexico State University
6405,1981.0,Tom LaGarde,DAL,25.0,C,University of North Carolina
6406,1981.0,Bill Laimbeer,CLE,23.0,C,University of Notre Dame
6407,1981.0,John Lambert,TOT,28.0,PF,University of Southern California
6408,1981.0,John Lambert,CLE,28.0,PF,University of Southern California
6409,1981.0,John Lambert,KCK,28.0,PF,University of Southern California
6410,1981.0,Mark Landsberger,LAL,25.0,PF,Arizona State University
6411,1981.0,Bob Lanier*,MIL,32.0,C,
6412,1981.0,Edmund Lawrence,DET,28.0,C,McNeese State University
6413,1981.0,Allen Leavell,HOU,23.0,PG,Oklahoma City University
6414,1981.0,Ron Lee,DET,28.0,PG,University of Oregon
6415,1981.0,Ronnie Lester,CHI,22.0,PG,University of Iowa
6416,1981.0,Scott Lloyd,DAL,28.0,C,Arizona State University
6417,1981.0,John Long,DET,24.0,SG,University of Detroit Mercy
6418,1981.0,John Lucas,GSW,27.0,PG,University of Maryland
6419,1981.0,Maurice Lucas,NJN,28.0,PF,Marquette University
6420,1981.0,Ollie Mack,TOT,23.0,SG,East Carolina University
6421,1981.0,Ollie Mack,CHI,23.0,SG,East Carolina University
6422,1981.0,Ollie Mack,DAL,23.0,SG,East Carolina University
6423,1981.0,Kyle Macy,PHO,23.0,PG,University of Kentucky
6424,1981.0,Rick Mahorn,WSB,22.0,PF,Hampton University
6425,1981.0,Moses Malone*,HOU,25.0,C,
6426,1981.0,Wes Matthews,TOT,21.0,PG,University of Wisconsin
6427,1981.0,Wes Matthews,WSB,21.0,PG,University of Wisconsin
6428,1981.0,Wes Matthews,ATL,21.0,PG,University of Wisconsin
6429,1981.0,Cedric Maxwell,BOS,25.0,SF,University of North Carolina at Charlotte
6430,1981.0,Scott May,CHI,26.0,SF,Indiana University
6431,1981.0,Bill Mayfield,GSW,23.0,SF,University of Iowa
6432,1981.0,Bob McAdoo*,TOT,29.0,PF,
6433,1981.0,Bob McAdoo*,DET,29.0,PF,
6434,1981.0,Bob McAdoo*,NJN,29.0,PF,
6435,1981.0,Andre McCarter,WSB,27.0,PG,"University of California, Los Angeles"
6436,1981.0,Keith McCord,WSB,23.0,SG,University of Alabama at Birmingham
6437,1981.0,Jim McElroy,ATL,27.0,PG,Central Michigan University
6438,1981.0,George McGinnis,IND,30.0,PF,Indiana University
6439,1981.0,Kevin McHale*,BOS,23.0,PF,
6440,1981.0,Billy McKinney,TOT,25.0,PG,Northwestern University
6441,1981.0,Billy McKinney,UTA,25.0,PG,Northwestern University
6442,1981.0,Billy McKinney,DEN,25.0,PG,Northwestern University
6443,1981.0,Tom McMillen,ATL,28.0,C,University of Maryland
6444,1981.0,John Mengelt,GSW,31.0,SG,Auburn University
6445,1981.0,Joe Meriweather,KCK,27.0,C,Southern Illinois University
6446,1981.0,Dick Miller,TOT,22.0,SF,University of Toledo
6447,1981.0,Dick Miller,IND,22.0,SF,University of Toledo
6448,1981.0,Dick Miller,UTA,22.0,SF,University of Toledo
6449,1981.0,Mike Mitchell,CLE,25.0,SF,Auburn University
6450,1981.0,Steve Mix,PHI,33.0,SF,University of Toledo
6451,1981.0,Paul Mokeski,DET,24.0,C,University of Kansas
6452,1981.0,Sidney Moncrief,MIL,23.0,SG,University of Arkansas
6453,1981.0,Johnny Moore,SAS,22.0,PG,University of Texas at Austin
6454,1981.0,Lowes Moore,NJN,23.0,PG,West Virginia University
6455,1981.0,Calvin Murphy*,HOU,32.0,PG,
6456,1981.0,Swen Nater,SDC,31.0,C,"University of California, Los Angeles"
6457,1981.0,Calvin Natt,POR,24.0,SF,University of Louisiana at Monroe
6458,1981.0,Kenny Natt,IND,22.0,SG,University of Louisiana at Monroe
6459,1981.0,Mike Newlin,NJN,32.0,SG,University of Utah
6460,1981.0,Carl Nicks,TOT,22.0,PG,Indiana State University
6461,1981.0,Carl Nicks,DEN,22.0,PG,Indiana State University
6462,1981.0,Carl Nicks,UTA,22.0,PG,Indiana State University
6463,1981.0,Mike Niles,PHO,25.0,SF,"California State University, Fullerton"
6464,1981.0,Norm Nixon,LAL,25.0,PG,Duquesne University
6465,1981.0,Mike O'Koren,NJN,22.0,SF,University of North Carolina
6466,1981.0,Mark Olberding,SAS,24.0,SF,University of Minnesota
6467,1981.0,Jawann Oldham,DEN,23.0,C,Seattle University
6468,1981.0,Louis Orr,IND,22.0,SF,Syracuse University
6469,1981.0,Tom Owens,POR,31.0,PF,University of South Carolina
6470,1981.0,Robert Parish*,BOS,27.0,C,
6471,1981.0,Sonny Parker,GSW,25.0,SG,Texas A&M University
6472,1981.0,Myles Patrick,LAL,26.0,SF,Auburn University
6473,1981.0,Billy Paultz,HOU,32.0,PF,St. John's University
6474,1981.0,Jim Paxson,POR,23.0,SG,University of Dayton
6475,1981.0,Jim Paxson,POR,23.0,SG,University of Dayton
6476,1981.0,Sam Pellom,ATL,29.0,PF,"University at Buffalo, State University of New York"
6477,1981.0,Roger Phegley,CLE,24.0,SG,Bradley University
6478,1981.0,Stan Pietkiewicz,TOT,24.0,SG,Auburn University
6479,1981.0,Stan Pietkiewicz,SDC,24.0,SG,Auburn University
6480,1981.0,Stan Pietkiewicz,DAL,24.0,SG,Auburn University
6481,1981.0,Ben Poquette,UTA,25.0,PF,Central Michigan University
6482,1981.0,Kevin Porter,WSB,30.0,PG,Saint Francis University
6483,1981.0,Tony Price,SDC,24.0,SG,University of Pennsylvania
6484,1981.0,Wally Rank,SDC,22.0,SF,San Jose State University
6485,1981.0,Kelvin Ransey,POR,22.0,PG,Ohio State University
6486,1981.0,Clifford Ray,GSW,32.0,C,University of Oklahoma
6487,1981.0,James Ray,DEN,23.0,PF,Jacksonville University
6488,1981.0,Billy Reid,GSW,23.0,SG,University of San Francisco
6489,1981.0,Robert Reid,HOU,25.0,SF,St. Mary's University
6490,1981.0,Kevin Restani,SAS,29.0,SF,University of San Francisco
